	dataset	spec	ionization	formula	smiles	inchikey	instrument
13	atmomaccs	msg-train_13	[M]+	C33H57N3O9	CC(C)C1OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)OC(=O)C(C(C)C)N(C)C1=O	MIZMDSVSLSIMSC-UHFFFAOYSA-N	simulated
14	atmomaccs	msg-train_14	[M]+	C29H34O10	CC(=O)C12C=CC=CC(=O)OC3CC4OC5C=C(C)CCC5(COC(=O)C5OC5(CCO1)C2O)C3(C)C41CO1	SJCPVUVBUQDGKN-UHFFFAOYSA-N	simulated
15	atmomaccs	msg-train_15	[M]+	C16H28O4	CCCCCCC1OC23OC1CCC2C(O)CCC3O	GBDGOAVPCDIMFE-UHFFFAOYSA-N	simulated
16	atmomaccs	msg-train_16	[M]+	C19H26O7	CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2	AUGQEEXBDZWUJY-UHFFFAOYSA-N	simulated
17	atmomaccs	msg-train_17	[M]+	C15H11NO2	O=c1[nH]c2ccccc2c(-c2ccccc2)c1O	QSRVMXWVVMILDI-UHFFFAOYSA-N	simulated
18	atmomaccs	msg-train_18	[M]+	C19H26O8	CC(=O)OCC12CC(O)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2	TVZHDVCTOCZDNE-UHFFFAOYSA-N	simulated
19	atmomaccs	msg-train_19	[M]+	C7H8O3	OCc1cc(O)ccc1O	PUZSUVGRVHEUQO-UHFFFAOYSA-N	simulated
20	atmomaccs	msg-train_20	[M]+	C15H24O3	C=C1CC(O)C(O)C(C)C(=O)CC2C1CC2(C)C	NGQXJSTYWWTPOG-UHFFFAOYSA-N	simulated
21	atmomaccs	msg-train_21	[M]+	C17H14N2O3	CN1C(=O)c2ccccc2NC(=O)C12OC2c1ccccc1	APLKWZASYUZSBL-UHFFFAOYSA-N	simulated
22	atmomaccs	msg-train_22	[M]+	C36H63N3O9	CCC(C)C1C(=O)OC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)OC(C(C)C)C(=O)N1C	TWHBYJSVDCWICV-UHFFFAOYSA-N	simulated
23	atmomaccs	msg-train_23	[M]+	C22H23NO6	CCOC(=O)C(Cc1ccccc1)NC(=O)c1ccc2c(c1O)C(=O)OC(C)C2	XXAVUHHKDMGGBR-UHFFFAOYSA-N	simulated
24	atmomaccs	msg-train_24	[M]+	C29H36O10	CC1=CC2OC3CC4OC(=O)C=CC=CC5(C(C)O)OCCC6(OC6C(=O)OCC2(CC1)C4(C)C31CO1)C5O	GTONGKBINDTWOM-UHFFFAOYSA-N	simulated
25	atmomaccs	msg-train_25	[M]+	C10H15NO3	CCC(C)C1NC(=O)C(C(C)=O)=C1O	CEIZFXOZIQNICU-UHFFFAOYSA-N	simulated
26	atmomaccs	msg-train_26	[M]+	C27H32O8	CC1=CC(=O)OCC23CCC(C)=CC2OC2CC(OC(=O)C=CC=CC(=O)OCC1)C3(C)C21CO1	GXCGYHWSYNQVHU-UHFFFAOYSA-N	simulated
27	atmomaccs	msg-train_27	[M]+	C15H12O5	COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1	LCSDQFNUYFTXMT-UHFFFAOYSA-N	simulated
28	atmomaccs	msg-train_28	[M]+	C20H18ClNO6	CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1	RWQKHEORZBHNRI-UHFFFAOYSA-N	simulated
29	atmomaccs	msg-train_29	[M]+	C13H14O5	CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)=C1O	CBGDIJWINPWWJW-UHFFFAOYSA-N	simulated
30	atmomaccs	msg-train_30	[M]+	C22H23N5O2	C=CC(C)(C)C12CC3C(=O)NC(=Cc4cnc[nH]4)C(=O)N3C1Nc1ccccc12	SPWSUFUPTSJWNG-UHFFFAOYSA-N	simulated
31	atmomaccs	msg-train_31	[M]+	C35H61N3O9	CCC(C)C1C(=O)OC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)OC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N1C	OWUREPXBPJFMOK-UHFFFAOYSA-N	simulated
32	atmomaccs	msg-train_32	[M]+	C13H16N2O3S2	CSC1NC(=O)C(Cc2ccc(O)cc2)(SC)NC1=O	ALVTZOKFXMRGEB-UHFFFAOYSA-N	simulated
33	atmomaccs	msg-train_33	[M]+	C24H25N5O4	C=CC(C)(C)C12C=C(OC)C(=O)N3C(=Cc4cnc[nH]4)C(=O)NC31N(OC)c1ccccc12	SOHAVULMGIITDH-UHFFFAOYSA-N	simulated
34	atmomaccs	msg-train_34	[M]+	C23H34O5	CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	AJLFOPYRIVGYMJ-UHFFFAOYSA-N	simulated
35	atmomaccs	msg-train_35	[M]+	C15H20O6	CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O	LINOMUASTDIRTM-UHFFFAOYSA-N	simulated
36	atmomaccs	msg-train_36	[M]+	C23H25N5O4	C=CC(C)(C)C12CC(O)C(=O)N3C(=Cc4cnc[nH]4)C(=O)NC31N(OC)c1ccccc12	HHLNXXASUKFCCX-UHFFFAOYSA-N	simulated
37	atmomaccs	msg-train_37	[M]+	C21H25N3O2	CC(C)=CCc1[nH]c2ccccc2c1CC1NC(=O)C2CCCN2C1=O	GLWYBXPXOSKQAW-UHFFFAOYSA-N	simulated
38	atmomaccs	msg-train_38	[M]+	C19H24O8	CC(=O)OCC12C(C=C(C)C(=O)C1O)OC1C(OC(C)=O)CC2(C)C12CO2	RANGFOQREJPKIH-UHFFFAOYSA-N	simulated
39	atmomaccs	msg-train_39	[M]+	C17H14O6	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1CCOC1O2	WWSYXEZEXMQWHT-UHFFFAOYSA-N	simulated
40	atmomaccs	msg-train_40	[M]+	C22H23N5O3	C=CC(C)(C)C12CC3C(=O)NC(=Cc4cnc[nH]4)C(=O)N3C1N(O)c1ccccc12	NNCYWYKIMLRIRQ-UHFFFAOYSA-N	simulated
41	atmomaccs	msg-train_41	[M]+	C20H16O7	CC12CCCC(O1)c1c(cc3c(c1O)C(=O)c1c(O)cc(O)cc1C3=O)O2	RYFFZJHGQCKWMV-UHFFFAOYSA-N	simulated
42	atmomaccs	msg-train_42	[M]+	C27H29N5O4	CC(C)C1NC(=O)C(CC2(O)c3ccccc3N3C(=O)C(C)(C)NC32)n2c1nc1ccccc1c2=O	VHQZIMAMLQIPDR-UHFFFAOYSA-N	simulated
43	atmomaccs	msg-train_43	[M]+	C25H26N2O3	O=C(NC(Cc1ccccc1)C(=O)NC(CO)Cc1ccccc1)c1ccccc1	KSVKECXWDNCRTM-UHFFFAOYSA-N	simulated
44	atmomaccs	msg-train_44	[M]+	C20H20N2O9	COc1ccc2cc(NC(=O)C3=NOC4C(O)C=CC(O)C4(O)C3)c(=O)oc2c1OC	ZQOKLOPATOTAEE-UHFFFAOYSA-N	simulated
45	atmomaccs	msg-train_45	[M]+	C8H6O5	O=C(O)c1cc(O)c(O)cc(=O)c1	ZGKNMKBZOSTFCB-UHFFFAOYSA-N	simulated
46	atmomaccs	msg-train_46	[M]+	C29H40O9	CC1=CC2OC3CC4OC(=O)C=CC=CC(C(C)O)OCCC(C)C(O)C(=O)OCC2(CC1)C4(C)C31CO1	NSFWWJIQIKBZMJ-UHFFFAOYSA-N	simulated
47	atmomaccs	msg-train_47	[M]+	C22H32O8	CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2	PNKLMTPXERFKEN-UHFFFAOYSA-N	simulated
48	atmomaccs	msg-train_48	[M]+	C16H16O8	COc1cc(O)c2c(c1)C(=O)C1=C(C2=O)C(O)C(O)C(C)(O)C1O	VSMBLBOUQJNJIL-UHFFFAOYSA-N	simulated
49	atmomaccs	msg-train_49	[M]+	C22H30N4O4	CC(C)CC1NC(=O)C(C)N(C)C(=O)CNC(=O)C(=Cc2ccccc2)N(C)C1=O	SIIRBDOFKDACOK-UHFFFAOYSA-N	simulated
50	atmomaccs	msg-train_50	[M]+	C24H34O9	CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2	BXFOFFBJRFZBQZ-UHFFFAOYSA-N	simulated
51	atmomaccs	msg-train_51	[M]+	C15H10O5	Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O	RHMXXJGYXNZAPX-UHFFFAOYSA-N	simulated
52	atmomaccs	msg-train_52	[M]+	C15H22O4	CC1=CC23OC4C(O)CC(C)(C4(CO)O2)C3(C)CC1	GFLMBFRNOPTZDK-UHFFFAOYSA-N	simulated
53	atmomaccs	msg-train_53	[M]+	C16H16O8	COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)CC(C)(O)C(O)C3O	ZQNOLGRKZRDRQO-UHFFFAOYSA-N	simulated
54	atmomaccs	msg-train_54	[M]+	C19H24N2O3S	CSC1C(=O)N(C)C(=Cc2ccc(OCC=C(C)C)cc2)C(=O)N1C	QXYMNBLAEDQYLV-UHFFFAOYSA-N	simulated
55	atmomaccs	msg-train_55	[M]+	C21H23N3O3	CC1(C)C2CC34CCCN3C(=O)C2(CC12Nc1ccccc1C2=O)NC4=O	MWOFPQAPILIIPR-UHFFFAOYSA-N	simulated
56	atmomaccs	msg-train_56	[M]+	C20H20O6	COc1c(O)c(O)c2c3c(c(O)c4c2c1C(=O)C=C4C)C(C)(C)C(C)O3	RFUGLBPILINWDW-UHFFFAOYSA-N	simulated
57	atmomaccs	msg-train_57	[M]+	C6H6O4	O=c1cc(CO)occ1O	BEJNERDRQOWKJM-UHFFFAOYSA-N	simulated
58	atmomaccs	msg-train_58	[M]+	C15H20O7	CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O	UKOTXHQERFPCBU-UHFFFAOYSA-N	simulated
59	atmomaccs	msg-train_59	[M]+	C27H32O9	C=C1C2(C)OC(=O)C3(O)C(C)OC(=O)C13C1(C)CCC3(C=CC(=O)OC3(C)C)C(C)=C1C2OC(C)=O	DEMDOYQPCDXCEB-UHFFFAOYSA-N	simulated
60	atmomaccs	msg-train_60	[M]+	C17H12O6	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2	OQIQSTLJSLGHID-UHFFFAOYSA-N	simulated
61	atmomaccs	msg-train_61	[M]+	C17H17ClO6	COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O	DDUHZTYCFQRHIY-UHFFFAOYSA-N	simulated
62	atmomaccs	msg-train_62	[M]+	C19H23N3O2	CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1	WVVSZNPYNCNODU-UHFFFAOYSA-N	simulated
63	atmomaccs	msg-train_63	[M]+	C10H13NO2	CCCCc1ccc(C(=O)O)nc1	DGMPVYSXXIOGJY-UHFFFAOYSA-N	simulated
64	atmomaccs	msg-train_64	[M]+	C8H10O4	C=C(C)C(=O)C(=CC(=O)O)OC	VOUGEZYPVGAPBB-UHFFFAOYSA-N	simulated
65	atmomaccs	msg-train_65	[M]+	C21H22N2O9	COc1ccc2cc(N(C)C(=O)C3=NOC4C(O)C=CC(O)C4(O)C3)c(=O)oc2c1OC	PCMUPOUDXMFDRE-UHFFFAOYSA-N	simulated
66	atmomaccs	msg-train_66	[M]+	C20H19NO6	CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1	DAEYIVCTQUFNTM-UHFFFAOYSA-N	simulated
67	atmomaccs	msg-train_67	[M]+	C17H12O7	COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(O)C=COC1O2	MJBWDEQAUQTVKK-UHFFFAOYSA-N	simulated
68	atmomaccs	msg-train_68	[M]+	C25H47NO9	CCC(C)C(O)C(CC(C)CCCCCCC(O)CC(O)CN)OC(=O)CC(CC(=O)O)C(=O)O	CTXQVLLVFBNZKL-UHFFFAOYSA-N	simulated
69	atmomaccs	msg-train_69	[M]+	C17H12O7	COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2	XWIYFDMXXLINPU-UHFFFAOYSA-N	simulated
70	atmomaccs	msg-train_70	[M]+	C14H20O4	CCCC=CC=CC1CC(O)C(O)C(=O)C1C=O	MHZVWXOKIRZLCJ-UHFFFAOYSA-N	simulated
71	atmomaccs	msg-train_71	[M]+	C29H36O9	CC1=CC2OC3CC4OC(=O)C=CC=CC5(C(C)O)OCCC(=CC(=O)OCC2(CC1)C4(C)C31CO1)C5O	MUACSCLQRGEGOE-UHFFFAOYSA-N	simulated
72	atmomaccs	msg-train_72	[M]+	C15H22O6	CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1O)C31CO1	ZAXZBJSXSOISTF-UHFFFAOYSA-N	simulated
73	atmomaccs	msg-train_73	[M]+	C18H12O7	O=C1c2cccc(O)c2C(=O)c2c1cc1c(c2O)C2(O)CCOC2O1	MFMARNFPIVNIHS-UHFFFAOYSA-N	simulated
74	atmomaccs	msg-train_74	[M]+	C16H22O5	CCCCCCCCC(=O)c1c(OC)oc(C=O)cc1=O	YTVPBUCDNKECDB-UHFFFAOYSA-N	simulated
75	atmomaccs	msg-train_75	[M]+	C16H26O4	CCCCCCC(O)C1CCC2=C(O1)C(O)CCC2=O	INHVGPIPHZJQOP-UHFFFAOYSA-N	simulated
76	atmomaccs	msg-train_76	[M]+	C10H10O3	CC1Cc2cccc(O)c2C(=O)O1	KWILGNNWGSNMPA-UHFFFAOYSA-N	simulated
77	atmomaccs	msg-train_77	[M]+	C16H12O5	COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)cc1C2=O	FKTPLNFTYJEAAB-UHFFFAOYSA-N	simulated
78	atmomaccs	msg-train_78	[M]+	C15H26O2	CC1(C)CCCC2(C)C3C(O)CC2(C)C(O)C31	VWMGBHVRRNKOAE-UHFFFAOYSA-N	simulated
79	atmomaccs	msg-train_79	[M]+	C22H25N5O2	C=CC(C)(C)C12CC3C(=O)NC(Cc4cnc[nH]4)C(=O)N3C1Nc1ccccc12	IQVNREJWRXOHEO-UHFFFAOYSA-N	simulated
80	atmomaccs	msg-train_80	[M]+	C23H23N5O4	C=CC(C)(C)C12C=C(O)C(=O)N3C(=Cc4cnc[nH]4)C(=O)NC31N(OC)c1ccccc12	JTJJJLSLKZFEPJ-UHFFFAOYSA-N	simulated
81	atmomaccs	msg-train_81	[M]+	C22H21N5O4	C=CC(C)(C)C12C=C(O)C(=O)N3C(=Cc4cnc[nH]4)C(=O)NC31N(O)c1ccccc12	YEVSOYBNHBOQJZ-UHFFFAOYSA-N	simulated
82	atmomaccs	msg-train_82	[M]+	C17H15N5O2	O=C1NC(Cc2c[nH]c3ccccc23)C(=O)NC1=Cc1cnc[nH]1	ITXQTTPWGBFRNK-UHFFFAOYSA-N	simulated
83	atmomaccs	msg-train_83	[M]+	C14H10O5	Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12	CEBXXEKPIIDJHL-UHFFFAOYSA-N	simulated
84	atmomaccs	msg-train_84	[M]+	C21H16N4O3	CC12NC(=O)C(CC13C(=O)Nc1ccccc13)n1c2nc2ccccc2c1=O	COXWNIZQNAMTQL-UHFFFAOYSA-N	simulated
85	atmomaccs	msg-train_85	[M]+	C27H27N5O4	CC(C)CC1NC2N(C1=O)c1ccccc1C21CC2C(=O)NC(C)(O1)c1nc3ccccc3c(=O)n12	SJNRYASCJOVKHZ-UHFFFAOYSA-N	simulated
86	atmomaccs	msg-train_86	[M]+	C15H16O6	COc1cc(O)c2c(c1)C1=CC(O)C(O)CC1(C)OC2=O	MMHTXEATDNFMMY-UHFFFAOYSA-N	simulated
87	atmomaccs	msg-train_87	[M]+	C15H22O4	CC1=CC2OC3CC(O)C(C)(C2(CO)CC1)C31CO1	ZSRVBNXAPSQDFY-UHFFFAOYSA-N	simulated
88	atmomaccs	msg-train_88	[M]+	C22H21N5O3	C=CC(C)(C)C12CC3C(=O)NC(=Cc4cnc[nH]4)C(=O)N3C1=[N+]([O-])c1ccccc12	JKXUAFUJOVITSU-UHFFFAOYSA-N	simulated
89	atmomaccs	msg-train_89	[M]+	C17H20O6	COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2	HPNSFSBZBAHARI-UHFFFAOYSA-N	simulated
90	atmomaccs	msg-train_90	[M]+	C18H12O6	COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2	UTSVPXMQSFGQTM-UHFFFAOYSA-N	simulated
91	atmomaccs	msg-train_91	[M]+	C24H22O8	COc1cc(C)c2c(OC)cc(=O)oc2c1-c1c(OC)cc(C)c2c(OC)cc(=O)oc12	CSJOUDOXDHMIAH-UHFFFAOYSA-N	simulated
92	atmomaccs	msg-train_92	[M]+	C25H34O7	COC1=C(C(C)C)C2CC=C(C)C3OC(C)(O)C4C(=O)OC(=C(C)CCC2(C)OC1=O)C34	BDGOANHBKYFDGC-UHFFFAOYSA-N	simulated
93	atmomaccs	msg-train_93	[M]+	C16H20N2O	CNC1Cc2c[nH]c3cccc(c23)C1C=C(C)CO	SAHHMCVYMGARBT-UHFFFAOYSA-N	simulated
94	atmomaccs	msg-train_94	[M]+	C15H11NO3	O=c1[nH]c2ccccc2c(-c2cccc(O)c2)c1O	QIJIOTTYIGBOQA-UHFFFAOYSA-N	simulated
95	atmomaccs	msg-train_95	[M]+	C27H28N2O4	CC(=O)OCC(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1	VZPAURMDJZOGHU-UHFFFAOYSA-N	simulated
96	atmomaccs	msg-train_96	[M]+	C8H14ClN5	CCNc1nc(Cl)nc(NC(C)C)n1	MXWJVTOOROXGIU-UHFFFAOYSA-N	simulated
97	atmomaccs	msg-train_97	[M]+	C10H13ClN2O2	COc1ccc(NC(=O)N(C)C)cc1Cl	DSRNRYQBBJQVCW-UHFFFAOYSA-N	simulated
98	atmomaccs	msg-train_98	[M]+	C16H8Cl2F6N2O3	O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1	RGNPBRKPHBKNKX-UHFFFAOYSA-N	simulated
99	atmomaccs	msg-train_99	[M]+	C12H21N2O3PS	CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1	FHIVAFMUCKRCQO-UHFFFAOYSA-N	simulated
100	atmomaccs	msg-train_100	[M]+	C11H16N2O2	CNC(=O)Oc1ccc(N(C)C)c(C)c1	IMIDOCRTMDIQIJ-UHFFFAOYSA-N	simulated
101	atmomaccs	msg-train_101	[M]+	C5H12NO3PS2	CNC(=O)CSP(=S)(OC)OC	MCWXGJITAZMZEV-UHFFFAOYSA-N	simulated
102	atmomaccs	msg-train_102	[M]+	C14H16ClN3O	Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl	STEPQTYSZVCJPV-UHFFFAOYSA-N	simulated
103	atmomaccs	msg-train_103	[M]+	C12H15NO3	CNC(=O)Oc1cccc2c1OC(C)(C)C2	DUEPRVBVGDRKAG-UHFFFAOYSA-N	simulated
104	atmomaccs	msg-train_104	[M]+	C9H17NOS	CCSC(=O)N1CCCCCC1	DEDOPGXGGQYYMW-UHFFFAOYSA-N	simulated
105	atmomaccs	msg-train_105	[M]+	C10H19O6PS2	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC	JXSJBGJIGXNWCI-UHFFFAOYSA-N	simulated
106	atmomaccs	msg-train_106	[M]+	C10H7N3S	c1ccc2[nH]c(-c3cscn3)nc2c1	WJCNZQLZVWNLKY-UHFFFAOYSA-N	simulated
107	atmomaccs	msg-train_107	[M]+	C14H14Cl2N2O	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	PZBPKYOVPCNPJY-UHFFFAOYSA-N	simulated
108	atmomaccs	msg-train_108	[M]+	C13H15N3O3	CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O	CLQMBPJKHLGMQK-UHFFFAOYSA-N	simulated
109	atmomaccs	msg-train_109	[M]+	C18H15O5P	O=P(Oc1ccccc1)(Oc1ccccc1)Oc1cccc(O)c1	AWYVETCHVQGXMB-UHFFFAOYSA-N	simulated
110	atmomaccs	msg-train_110	[M]+	C12H27O4P	CC(C)COP(=O)(OCC(C)C)OCC(C)C	HRKAMJBPFPHCSD-UHFFFAOYSA-N	simulated
111	atmomaccs	msg-train_111	[M]+	C28H50O8	CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC	GWVUTNGDMGTPFE-UHFFFAOYSA-N	simulated
112	atmomaccs	msg-train_112	[M]+	C30H39O4P	CC(C)(C)c1ccccc1OP(=O)(Oc1ccccc1C(C)(C)C)Oc1ccccc1C(C)(C)C	SPUXJWDKFVXXBI-UHFFFAOYSA-N	simulated
113	atmomaccs	msg-train_113	[M]+	C18H39O8P	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCC(C)O	ZYWDPVGRFHQPGL-UHFFFAOYSA-N	simulated
114	atmomaccs	msg-train_114	[M]+	C6H10O3	CC1(O)CCOC(=O)C1	JYVXNLLUYHCIIH-UHFFFAOYSA-N	simulated
115	atmomaccs	msg-train_115	[M]+	C20H27O4P	CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1	CGSLYBDCEGBZCG-UHFFFAOYSA-N	simulated
116	atmomaccs	msg-train_116	[M]+	C8H15NO3	CC(=O)NC(CC(C)C)C(=O)O	WXNXCEHXYPACJF-UHFFFAOYSA-N	simulated
117	atmomaccs	msg-train_117	[M]+	C20H24N2O2	C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	LOUPRKONTZGTKE-UHFFFAOYSA-N	simulated
118	atmomaccs	msg-train_118	[M]+	C17H20N4O6	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C	AUNGANRZJHBGPY-UHFFFAOYSA-N	simulated
119	atmomaccs	msg-train_119	[M]+	C24H38O4	CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC	BJQHLKABXJIVAM-UHFFFAOYSA-N	simulated
120	atmomaccs	msg-train_120	[M]+	C15H27NO4	CCCCCC=CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	LOSHAHDSFZXVCT-UHFFFAOYSA-N	simulated
121	atmomaccs	msg-train_121	[M]+	C6H15O4P	CCOP(=O)(OCC)OCC	DQWPFSLDHJDLRL-UHFFFAOYSA-N	simulated
122	atmomaccs	msg-train_122	[M]+	C5H12N2O2	NCCCC(N)C(=O)O	AHLPHDHHMVZTML-UHFFFAOYSA-N	simulated
123	atmomaccs	msg-train_123	[M]+	C18H15O5P	O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccc(O)cc1	NOPNBQOZUKISRP-UHFFFAOYSA-N	simulated
124	atmomaccs	msg-train_124	[M]+	C17H27N3O17P2	CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O	LFTYTUAZOPRMMI-UHFFFAOYSA-N	simulated
125	atmomaccs	msg-train_125	[M]+	C10H13N5O4	Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1	YKBGVTZYEHREMT-UHFFFAOYSA-N	simulated
126	atmomaccs	msg-train_126	[M]+	C6H4ClN3	Clc1ccc2n[nH]nc2c1	PZBQVZFITSVHAW-UHFFFAOYSA-N	simulated
127	atmomaccs	msg-train_127	[M]+	C24H51O4P	CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC	GTVWRXDRKAHEAD-UHFFFAOYSA-N	simulated
128	atmomaccs	msg-train_128	[M]+	C42H82NO8P	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC	RRVPPYNAZJRZFR-UHFFFAOYSA-N	simulated
129	atmomaccs	msg-train_129	[M]+	C18H38NO7P	CCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)OCCN	IJTWJFQIBBDJJI-UHFFFAOYSA-N	simulated
130	atmomaccs	msg-train_130	[M]+	C18H39O4P	CC(CCOP(=O)(O)OCCC(C)CC(C)(C)C)CC(C)(C)C	LPOAIFBVIQAMFA-UHFFFAOYSA-N	simulated
131	atmomaccs	msg-train_131	[M]+	C18H39O7P	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC	WTLBZVNBAKMVDP-UHFFFAOYSA-N	simulated
